17:41:29.784 [main] DEBUG oct1_log4j.LogFileImpl - i am from debug
17:41:29.838 [main] ERROR oct1_log4j.LogFileImpl - i am from error
17:41:29.838 [main] INFO  oct1_log4j.LogFileImpl - i am from info
18:31:59.011 [main] INFO  oct1_log4j.LogFileImpl - Clicked on: [[ChromeDriver: chrome on WINDOWS (11717c867dbb1adbf1f73b2227e31a49)] -> xpath: //button[@class='button btn btn-default button-medium']]
18:31:59.015 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: (//strong[@class='dark'])[6]
18:31:59.055 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: (//strong[@class='dark'])[6]
18:31:59.096 [main] INFO  oct1_log4j.LogFileImpl - Your order on My Store is complete.
18:31:59.099 [main] INFO  oct1_log4j.LogFileImpl - Test Successfully Finished : testcase001
18:32:31.522 [main] INFO  oct1_log4j.LogFileImpl - New Test Started : TestCase001
18:32:31.522 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.linkText: Sign in
18:32:32.328 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.linkText: Sign in
18:32:32.330 [main] INFO  oct1_log4j.LogFileImpl - Trying to click on: [[ChromeDriver: chrome on WINDOWS (7584674ef088cd0a967c49257680f869)] -> link text: Sign in]
18:32:38.941 [main] INFO  oct1_log4j.LogFileImpl - Clicked on: [[ChromeDriver: chrome on WINDOWS (7584674ef088cd0a967c49257680f869)] -> link text: Sign in]
18:32:38.945 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //input[@id='email']
18:32:39.419 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //input[@id='email']
18:32:40.572 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //input[@id='passwd']
18:32:40.616 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //input[@id='passwd']
18:32:40.966 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //button[@id='SubmitLogin']
18:32:41.016 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //button[@id='SubmitLogin']
18:32:41.017 [main] INFO  oct1_log4j.LogFileImpl - Trying to click on: [[ChromeDriver: chrome on WINDOWS (7584674ef088cd0a967c49257680f869)] -> xpath: //button[@id='SubmitLogin']]
18:32:44.618 [main] INFO  oct1_log4j.LogFileImpl - Clicked on: [[ChromeDriver: chrome on WINDOWS (7584674ef088cd0a967c49257680f869)] -> xpath: //button[@id='SubmitLogin']]
18:32:44.619 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //h1[@class='page-heading']
18:32:44.683 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //h1[@class='page-heading']
18:32:44.723 [main] INFO  oct1_log4j.LogFileImpl - My Testcase001 is PASS
18:32:44.723 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.linkText: Sign out
18:32:44.774 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.linkText: Sign out
18:32:44.775 [main] INFO  oct1_log4j.LogFileImpl - Trying to click on: [[ChromeDriver: chrome on WINDOWS (7584674ef088cd0a967c49257680f869)] -> link text: Sign out]
18:32:48.423 [main] INFO  oct1_log4j.LogFileImpl - Clicked on: [[ChromeDriver: chrome on WINDOWS (7584674ef088cd0a967c49257680f869)] -> link text: Sign out]
18:32:48.432 [main] INFO  oct1_log4j.LogFileImpl - Test Successfully Finished : TestCase001
18:32:50.330 [main] INFO  oct1_log4j.LogFileImpl - New Test Started : TestCase002
18:32:50.331 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.linkText: Sign in
18:32:50.489 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.linkText: Sign in
18:32:50.489 [main] INFO  oct1_log4j.LogFileImpl - Trying to click on: [[ChromeDriver: chrome on WINDOWS (7584674ef088cd0a967c49257680f869)] -> link text: Sign in]
18:32:54.137 [main] INFO  oct1_log4j.LogFileImpl - Clicked on: [[ChromeDriver: chrome on WINDOWS (7584674ef088cd0a967c49257680f869)] -> link text: Sign in]
18:32:54.138 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //input[@id='email']
18:32:54.181 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //input[@id='email']
18:32:54.466 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //input[@id='passwd']
18:32:54.514 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //input[@id='passwd']
18:32:54.756 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //button[@id='SubmitLogin']
